instance,tw,detkdecomp
hypergraphs_rand_q0136.hg,1,0.12
hypergraphs_rand_q0137.hg,2,0.13
hypergraphs_rand_q0138.hg,2,0.27
hypergraphs_rand_q0139.hg,2,0.38
hypergraphs_rand_q0140.hg,-1,TO
hypergraphs_rand_q0141.hg,-1,TO
hypergraphs_rand_q0142.hg,-1,TO
hypergraphs_rand_q0143.hg,-1,TO
hypergraphs_rand_q0144.hg,-1,TO
hypergraphs_rand_q0145.hg,2,0.64
hypergraphs_rand_q0146.hg,2,0.31
hypergraphs_rand_q0147.hg,2,0.16
hypergraphs_rand_q0148.hg,-1,TO
hypergraphs_rand_q0149.hg,6,179.19
hypergraphs_rand_q0150.hg,4,7.8
hypergraphs_rand_q0151.hg,-1,TO
hypergraphs_rand_q0152.hg,1,0.23
hypergraphs_rand_q0153.hg,1,0.14
hypergraphs_rand_q0154.hg,-1,TO
hypergraphs_rand_q0155.hg,3,0.62
hypergraphs_rand_q0156.hg,4,14.9
hypergraphs_rand_q0157.hg,-1,TO
hypergraphs_rand_q0158.hg,1,0.18
hypergraphs_rand_q0159.hg,3,0.37
hypergraphs_rand_q0160.hg,5,0.57
hypergraphs_rand_q0161.hg,6,11.35
hypergraphs_rand_q0162.hg,-1,TO
hypergraphs_rand_q0163.hg,4,7.99
hypergraphs_rand_q0164.hg,4,11.96
hypergraphs_rand_q0165.hg,3,0.38
hypergraphs_rand_q0166.hg,-1,TO
hypergraphs_rand_q0167.hg,3,0.29
hypergraphs_rand_q0168.hg,5,0.75
hypergraphs_rand_q0169.hg,5,0.84
hypergraphs_rand_q0170.hg,2,0.16
hypergraphs_rand_q0171.hg,4,802.71
hypergraphs_rand_q0172.hg,1,0.23
hypergraphs_rand_q0173.hg,4,0.26
hypergraphs_rand_q0174.hg,-1,TO
hypergraphs_rand_q0175.hg,2,0.24
hypergraphs_rand_q0176.hg,-1,TO
hypergraphs_rand_q0177.hg,2,0.12
hypergraphs_rand_q0178.hg,1,0.19
hypergraphs_rand_q0179.hg,5,0.69
hypergraphs_rand_q0180.hg,2,0.3
hypergraphs_rand_q0181.hg,-1,TO
hypergraphs_rand_q0182.hg,5,0.74
hypergraphs_rand_q0183.hg,-1,TO
hypergraphs_rand_q0184.hg,-1,TO
hypergraphs_rand_q0185.hg,3,0.31
hypergraphs_rand_q0186.hg,-1,TO
hypergraphs_rand_q0187.hg,-1,TO
hypergraphs_rand_q0188.hg,4,0.62
hypergraphs_rand_q0189.hg,-1,TO
hypergraphs_rand_q0190.hg,4,0.81
hypergraphs_rand_q0191.hg,-1,TO
hypergraphs_rand_q0192.hg,-1,TO
hypergraphs_rand_q0193.hg,-1,TO
hypergraphs_rand_q0194.hg,4,0.79
hypergraphs_rand_q0195.hg,6,1200.65
hypergraphs_rand_q0196.hg,-1,TO
hypergraphs_rand_q0197.hg,-1,TO
hypergraphs_rand_q0198.hg,-1,TO
hypergraphs_rand_q0199.hg,-1,TO
hypergraphs_rand_q0200.hg,-1,TO
hypergraphs_rand_q0201.hg,4,0.72
hypergraphs_rand_q0202.hg,-1,TO
hypergraphs_rand_q0203.hg,-1,TO
hypergraphs_rand_q0204.hg,-1,TO
hypergraphs_rand_q0205.hg,3,0.37
hypergraphs_rand_q0206.hg,-1,TO
hypergraphs_rand_q0207.hg,6,456.2
hypergraphs_rand_q0208.hg,-1,TO
hypergraphs_rand_q0209.hg,2,0.32
hypergraphs_rand_q0210.hg,-1,TO
hypergraphs_rand_q0211.hg,-1,TO
hypergraphs_rand_q0212.hg,3,0.27
hypergraphs_rand_q0213.hg,6,44.63
hypergraphs_rand_q0214.hg,-1,TO
hypergraphs_rand_q0215.hg,1,0.23
hypergraphs_rand_q0216.hg,-1,TO
hypergraphs_rand_q0217.hg,2,0.28
hypergraphs_rand_q0218.hg,-1,TO
hypergraphs_rand_q0219.hg,6,80.91
hypergraphs_rand_q0220.hg,-1,TO
hypergraphs_rand_q0221.hg,-1,TO
hypergraphs_rand_q0222.hg,3,0.34
hypergraphs_rand_q0223.hg,-1,TO
hypergraphs_rand_q0224.hg,-1,TO
hypergraphs_rand_q0225.hg,-1,TO
hypergraphs_rand_q0226.hg,-1,TO
hypergraphs_rand_q0227.hg,-1,TO
hypergraphs_rand_q0228.hg,2,0.22
hypergraphs_rand_q0229.hg,-1,TO
hypergraphs_rand_q0230.hg,-1,TO
hypergraphs_rand_q0231.hg,2,0.29
hypergraphs_rand_q0232.hg,3,0.28
hypergraphs_rand_q0233.hg,3,1.79
hypergraphs_rand_q0234.hg,2,0.23
hypergraphs_rand_q0235.hg,-1,TO
hypergraphs_rand_q0236.hg,2,0.23
hypergraphs_rand_q0237.hg,2,0.3
hypergraphs_rand_q0238.hg,3,0.21
hypergraphs_rand_q0239.hg,-1,TO
hypergraphs_rand_q0240.hg,7,209.28
hypergraphs_rand_q0241.hg,-1,TO
hypergraphs_rand_q0242.hg,-1,TO
hypergraphs_rand_q0243.hg,3,0.38
hypergraphs_rand_q0244.hg,1,0.19
hypergraphs_rand_q0245.hg,2,0.15
hypergraphs_rand_q0246.hg,5,1.03
hypergraphs_rand_q0247.hg,3,1.29
hypergraphs_rand_q0248.hg,-1,TO
hypergraphs_rand_q0249.hg,6,81.37
hypergraphs_rand_q0250.hg,-1,TO
hypergraphs_rand_q0251.hg,3,0.42
hypergraphs_rand_q0252.hg,4,81.88
hypergraphs_rand_q0253.hg,-1,TO
hypergraphs_rand_q0254.hg,4,1.86
hypergraphs_rand_q0255.hg,4,0.26
hypergraphs_rand_q0256.hg,-1,TO
hypergraphs_rand_q0257.hg,-1,TO
hypergraphs_rand_q0258.hg,3,0.37
hypergraphs_rand_q0259.hg,-1,TO
hypergraphs_rand_q0260.hg,4,37.74
hypergraphs_rand_q0261.hg,6,1871.94
hypergraphs_rand_q0262.hg,-1,TO
hypergraphs_rand_q0263.hg,-1,TO
hypergraphs_rand_q0264.hg,-1,TO
hypergraphs_rand_q0265.hg,2,0.29
hypergraphs_rand_q0266.hg,2,0.18
hypergraphs_rand_q0267.hg,2,0.39
hypergraphs_rand_q0268.hg,-1,TO
hypergraphs_rand_q0269.hg,-1,TO
hypergraphs_rand_q0270.hg,-1,TO
hypergraphs_rand_q0271.hg,7,440.62
hypergraphs_rand_q0272.hg,2,0.27
hypergraphs_rand_q0273.hg,5,403.57
hypergraphs_rand_q0274.hg,-1,TO
hypergraphs_rand_q0275.hg,1,0.27
hypergraphs_rand_q0276.hg,3,0.28
hypergraphs_rand_q0277.hg,6,45.6
hypergraphs_rand_q0278.hg,7,783.43
hypergraphs_rand_q0279.hg,-1,TO
hypergraphs_rand_q0280.hg,-1,TO
hypergraphs_rand_q0281.hg,2,0.24
hypergraphs_rand_q0282.hg,3,0.14
hypergraphs_rand_q0283.hg,3,0.22
hypergraphs_rand_q0284.hg,-1,TO
hypergraphs_rand_q0285.hg,3,0.31
hypergraphs_rand_q0286.hg,4,2.33
hypergraphs_rand_q0287.hg,-1,TO
hypergraphs_rand_q0288.hg,3,0.29
hypergraphs_rand_q0289.hg,-1,TO
hypergraphs_rand_q0290.hg,-1,TO
hypergraphs_rand_q0291.hg,6,937.66
hypergraphs_rand_q0292.hg,1,0.23
hypergraphs_rand_q0293.hg,-1,TO
hypergraphs_rand_q0294.hg,-1,TO
hypergraphs_rand_q0295.hg,-1,TO
hypergraphs_rand_q0296.hg,3,0.51
hypergraphs_rand_q0297.hg,4,167.68
hypergraphs_rand_q0298.hg,6,16.07
hypergraphs_rand_q0299.hg,-1,TO
hypergraphs_rand_q0300.hg,-1,TO
hypergraphs_rand_q0301.hg,4,0.41
hypergraphs_rand_q0302.hg,2,0.25
hypergraphs_rand_q0303.hg,3,0.26
hypergraphs_rand_q0304.hg,-1,TO
hypergraphs_rand_q0305.hg,1,0.33
hypergraphs_rand_q0306.hg,-1,TO
hypergraphs_rand_q0307.hg,-1,TO
hypergraphs_rand_q0308.hg,7,3509.5
hypergraphs_rand_q0309.hg,-1,TO
hypergraphs_rand_q0310.hg,5,0.77
hypergraphs_rand_q0311.hg,6,55.15
hypergraphs_rand_q0312.hg,-1,TO
hypergraphs_rand_q0313.hg,1,0.23
hypergraphs_rand_q0314.hg,3,0.53
hypergraphs_rand_q0315.hg,3,0.29
hypergraphs_rand_q0316.hg,5,228.0
hypergraphs_rand_q0317.hg,2,0.26
hypergraphs_rand_q0318.hg,-1,TO
hypergraphs_rand_q0319.hg,-1,TO
hypergraphs_rand_q0320.hg,-1,TO
hypergraphs_rand_q0321.hg,-1,TO
hypergraphs_rand_q0322.hg,-1,TO
hypergraphs_rand_q0323.hg,3,0.35
hypergraphs_rand_q0324.hg,1,0.21
hypergraphs_rand_q0325.hg,3,0.31
hypergraphs_rand_q0326.hg,7,223.76
hypergraphs_rand_q0327.hg,5,13.92
hypergraphs_rand_q0328.hg,-1,TO
hypergraphs_rand_q0329.hg,-1,TO
hypergraphs_rand_q0330.hg,-1,TO
hypergraphs_rand_q0331.hg,-1,TO
hypergraphs_rand_q0332.hg,1,0.21
hypergraphs_rand_q0333.hg,7,2454.07
hypergraphs_rand_q0334.hg,6,284.61
hypergraphs_rand_q0335.hg,2,0.26
hypergraphs_rand_q0336.hg,3,0.6
hypergraphs_rand_q0337.hg,2,0.21
hypergraphs_rand_q0338.hg,2,0.24
hypergraphs_rand_q0339.hg,4,3.47
hypergraphs_rand_q0340.hg,2,0.43
hypergraphs_rand_q0341.hg,7,1634.31
hypergraphs_rand_q0342.hg,4,0.32
hypergraphs_rand_q0343.hg,5,3417.51
hypergraphs_rand_q0344.hg,3,0.92
hypergraphs_rand_q0345.hg,3,0.16
hypergraphs_rand_q0346.hg,3,0.39
hypergraphs_rand_q0347.hg,1,0.22
hypergraphs_rand_q0348.hg,6,207.44
hypergraphs_rand_q0349.hg,-1,TO
hypergraphs_rand_q0350.hg,5,0.88
hypergraphs_rand_q0351.hg,2,0.14
hypergraphs_rand_q0352.hg,2,0.12
hypergraphs_rand_q0353.hg,-1,TO
hypergraphs_rand_q0354.hg,3,0.3
hypergraphs_rand_q0355.hg,6,310.03
hypergraphs_rand_q0356.hg,-1,TO
hypergraphs_rand_q0357.hg,-1,TO
hypergraphs_rand_q0358.hg,3,0.36
hypergraphs_rand_q0359.hg,2,0.24
hypergraphs_rand_q0360.hg,1,0.23
hypergraphs_rand_q0361.hg,5,9.16
hypergraphs_rand_q0362.hg,2,0.24
hypergraphs_rand_q0363.hg,5,1581.78
hypergraphs_rand_q0364.hg,-1,TO
hypergraphs_rand_q0365.hg,-1,TO
hypergraphs_rand_q0366.hg,3,0.29
hypergraphs_rand_q0367.hg,-1,TO
hypergraphs_rand_q0368.hg,1,0.18
hypergraphs_rand_q0369.hg,-1,TO
hypergraphs_rand_q0370.hg,2,0.25
hypergraphs_rand_q0371.hg,-1,TO
hypergraphs_rand_q0372.hg,-1,TO
hypergraphs_rand_q0373.hg,5,0.43
hypergraphs_rand_q0374.hg,-1,TO
hypergraphs_rand_q0375.hg,-1,TO
hypergraphs_rand_q0376.hg,-1,TO
hypergraphs_rand_q0377.hg,5,0.48
hypergraphs_rand_q0378.hg,4,0.17
hypergraphs_rand_q0379.hg,-1,TO
hypergraphs_rand_q0380.hg,-1,TO
hypergraphs_rand_q0381.hg,-1,TO
hypergraphs_rand_q0382.hg,-1,TO
hypergraphs_rand_q0383.hg,1,0.27
hypergraphs_rand_q0384.hg,-1,TO
hypergraphs_rand_q0385.hg,1,0.21
hypergraphs_rand_q0386.hg,2,0.17
hypergraphs_rand_q0387.hg,5,0.91
hypergraphs_rand_q0388.hg,1,0.21
hypergraphs_rand_q0389.hg,3,0.3
hypergraphs_rand_q0390.hg,4,43.32
hypergraphs_rand_q0391.hg,-1,TO
hypergraphs_rand_q0392.hg,2,0.14
hypergraphs_rand_q0393.hg,-1,TO
hypergraphs_rand_q0394.hg,6,53.59
hypergraphs_rand_q0395.hg,4,9.33
hypergraphs_rand_q0396.hg,4,3.93
hypergraphs_rand_q0397.hg,6,6.78
hypergraphs_rand_q0398.hg,-1,TO
hypergraphs_rand_q0399.hg,-1,TO
hypergraphs_rand_q0400.hg,2,0.2
hypergraphs_rand_q0401.hg,-1,TO
hypergraphs_rand_q0402.hg,3,0.37
hypergraphs_rand_q0403.hg,4,0.26
hypergraphs_rand_q0404.hg,4,2.73
hypergraphs_rand_q0405.hg,3,0.43
hypergraphs_rand_q0406.hg,3,0.4
hypergraphs_rand_q0407.hg,2,0.28
hypergraphs_rand_q0408.hg,3,0.19
hypergraphs_rand_q0409.hg,4,62.85
hypergraphs_rand_q0410.hg,3,1.56
hypergraphs_rand_q0411.hg,2,0.23
hypergraphs_rand_q0412.hg,1,0.2
hypergraphs_rand_q0413.hg,3,0.96
hypergraphs_rand_q0414.hg,-1,TO
hypergraphs_rand_q0415.hg,-1,TO
hypergraphs_rand_q0416.hg,2,0.21
hypergraphs_rand_q0417.hg,1,0.24
hypergraphs_rand_q0418.hg,3,0.24
hypergraphs_rand_q0419.hg,-1,TO
hypergraphs_rand_q0420.hg,-1,TO
hypergraphs_rand_q0421.hg,1,0.25
hypergraphs_rand_q0422.hg,5,0.4
hypergraphs_rand_q0423.hg,4,3.8
hypergraphs_rand_q0424.hg,3,0.65
hypergraphs_rand_q0425.hg,6,16.87
hypergraphs_rand_q0426.hg,-1,TO
hypergraphs_rand_q0427.hg,-1,TO
hypergraphs_rand_q0428.hg,1,0.42
hypergraphs_rand_q0429.hg,-1,TO
hypergraphs_rand_q0430.hg,5,7.39
hypergraphs_rand_q0431.hg,2,0.26
hypergraphs_rand_q0432.hg,-1,TO
hypergraphs_rand_q0433.hg,5,38.0
hypergraphs_rand_q0434.hg,2,0.26
hypergraphs_rand_q0435.hg,1,0.18
hypergraphs_rand_q0436.hg,4,1.14
hypergraphs_rand_q0437.hg,-1,TO
hypergraphs_rand_q0438.hg,7,93.34
hypergraphs_rand_q0439.hg,4,0.61
hypergraphs_rand_q0440.hg,-1,TO
hypergraphs_rand_q0441.hg,4,3.65
hypergraphs_rand_q0442.hg,3,0.77
hypergraphs_rand_q0443.hg,2,0.15
hypergraphs_rand_q0444.hg,-1,TO
hypergraphs_rand_q0445.hg,-1,TO
hypergraphs_rand_q0446.hg,3,0.43
hypergraphs_rand_q0447.hg,2,0.21
hypergraphs_rand_q0448.hg,6,46.85
hypergraphs_rand_q0449.hg,1,0.26
hypergraphs_rand_q0450.hg,-1,TO
hypergraphs_rand_q0451.hg,3,0.3
hypergraphs_rand_q0452.hg,3,0.44
hypergraphs_rand_q0453.hg,5,0.74
hypergraphs_rand_q0454.hg,5,525.63
hypergraphs_rand_q0455.hg,2,0.22
hypergraphs_rand_q0456.hg,6,729.38
hypergraphs_rand_q0457.hg,3,0.26
hypergraphs_rand_q0458.hg,-1,TO
hypergraphs_rand_q0459.hg,-1,TO
hypergraphs_rand_q0460.hg,3,0.33
hypergraphs_rand_q0461.hg,-1,TO
hypergraphs_rand_q0462.hg,3,0.87
hypergraphs_rand_q0463.hg,1,0.14
hypergraphs_rand_q0464.hg,-1,TO
hypergraphs_rand_q0465.hg,2,0.26
hypergraphs_rand_q0466.hg,1,0.24
hypergraphs_rand_q0467.hg,2,0.19
hypergraphs_rand_q0468.hg,-1,TO
hypergraphs_rand_q0469.hg,1,0.24
hypergraphs_rand_q0470.hg,6,74.62
hypergraphs_rand_q0471.hg,-1,TO
hypergraphs_rand_q0472.hg,-1,TO
hypergraphs_rand_q0473.hg,6,77.5
hypergraphs_rand_q0474.hg,6,37.69
hypergraphs_rand_q0475.hg,1,0.27
hypergraphs_rand_q0476.hg,3,0.22
hypergraphs_rand_q0477.hg,-1,TO
hypergraphs_rand_q0478.hg,-1,TO
hypergraphs_rand_q0479.hg,4,0.31
hypergraphs_rand_q0480.hg,-1,TO
hypergraphs_rand_q0481.hg,4,0.31
hypergraphs_rand_q0482.hg,-1,TO
hypergraphs_rand_q0483.hg,-1,TO
hypergraphs_rand_q0484.hg,6,139.06
hypergraphs_rand_q0485.hg,-1,TO
hypergraphs_rand_q0486.hg,-1,TO
hypergraphs_rand_q0487.hg,-1,TO
hypergraphs_rand_q0488.hg,-1,TO
hypergraphs_rand_q0489.hg,4,0.43
hypergraphs_rand_q0490.hg,-1,TO
hypergraphs_rand_q0491.hg,4,3.56
hypergraphs_rand_q0492.hg,2,0.24
hypergraphs_rand_q0493.hg,3,0.18
hypergraphs_rand_q0494.hg,4,1554.68
hypergraphs_rand_q0495.hg,-1,TO
hypergraphs_rand_q0496.hg,2,0.26
hypergraphs_rand_q0497.hg,-1,TO
hypergraphs_rand_q0498.hg,-1,TO
hypergraphs_rand_q0499.hg,2,0.25
hypergraphs_rand_q0500.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-00.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-01.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-02.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-03.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-04.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-05.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-06.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-07.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-08.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-09.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-10.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-11.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-12.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-13.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-14.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-15.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-16.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-17.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-18.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-19.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-20.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-21.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-22.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-23.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-24.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-25.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-26.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-27.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-28.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-29.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-30.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-31.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-32.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-33.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-34.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-35.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-36.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-37.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-38.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-39.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-40.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-41.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-42.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-43.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-44.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-45.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-46.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-47.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-48.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-49.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-50.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-51.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-52.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-53.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-54.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-55.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-56.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-57.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-58.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-59.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-60.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-61.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-62.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-63.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-64.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-65.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-66.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-67.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-68.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-69.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-70.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-71.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-72.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-73.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-74.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-75.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-76.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-77.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-78.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-79.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-80.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-81.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-82.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-83.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-84.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-85.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-86.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-87.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-88.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-89.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-90.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-91.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-92.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-93.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-94.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-95.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-96.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-97.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-98.xml.hg,-1,TO
hypergraphs_reg-s20-p03-c20-d10-n10-l5-99.xml.hg,-1,TO
hypergraphs_Renault-souffleuse-pos.xml.hg,2,0.51
hypergraphs_Renault-souffleuse.xml.hg,2,0.37
hypergraphs_s1196.hg,-1,TO
hypergraphs_s1238.hg,-1,TO
hypergraphs_s1423.hg,-1,TO
hypergraphs_s1488.hg,-1,TO
hypergraphs_s1494.hg,-1,TO
hypergraphs_s208.hg,-1,TO
hypergraphs_s27.hg,2,0.34
hypergraphs_s298.hg,-1,TO
hypergraphs_s344.hg,-1,TO
hypergraphs_s349.hg,-1,TO
hypergraphs_s382.hg,-1,TO
hypergraphs_s386.hg,-1,TO
hypergraphs_s400.hg,-1,TO
hypergraphs_s420.hg,-1,TO
hypergraphs_s444.hg,-1,TO
hypergraphs_s510.hg,-1,TO
hypergraphs_s526.hg,-1,TO
hypergraphs_s5378.hg,-1,TO
hypergraphs_s641.hg,-1,TO
hypergraphs_s713.hg,-1,TO
hypergraphs_s820.hg,-1,TO
hypergraphs_s832.hg,-1,TO
hypergraphs_s838.hg,-1,TO
hypergraphs_s953.hg,-1,TO
hypergraphs_sqlshare_q1002.hg,1,0.25
hypergraphs_sqlshare_q10051.hg,1,0.22
hypergraphs_sqlshare_q10053.hg,1,0.14
hypergraphs_sqlshare_q10056.hg,1,0.28
hypergraphs_sqlshare_q10062.hg,1,0.34
hypergraphs_sqlshare_q10063.hg,1,0.32
hypergraphs_sqlshare_q10064.hg,1,0.3
hypergraphs_sqlshare_q10065.hg,1,0.38
hypergraphs_sqlshare_q10066.hg,1,0.28
hypergraphs_sqlshare_q10067.hg,1,0.31
hypergraphs_sqlshare_q10096.hg,1,0.29
hypergraphs_sqlshare_q10130.hg,1,0.19
hypergraphs_sqlshare_q10473.hg,1,0.22
hypergraphs_sqlshare_q10534.hg,1,0.12
hypergraphs_sqlshare_q10536.hg,1,0.29
hypergraphs_sqlshare_q10746.hg,1,0.23
hypergraphs_sqlshare_q10747.hg,1,0.11
hypergraphs_sqlshare_q11089.hg,1,0.21
hypergraphs_sqlshare_q1197.hg,1,0.27
hypergraphs_sqlshare_q2275.hg,1,0.24
hypergraphs_sqlshare_q2295.hg,1,0.22
hypergraphs_sqlshare_q2313.hg,1,0.21
hypergraphs_sqlshare_q2380.hg,1,0.27
hypergraphs_sqlshare_q2491.hg,1,0.25
hypergraphs_sqlshare_q2495.hg,1,0.22
hypergraphs_sqlshare_q2496.hg,1,0.25
hypergraphs_sqlshare_q2547.hg,1,0.21
hypergraphs_sqlshare_q2548.hg,1,0.27
hypergraphs_sqlshare_q2557.hg,1,0.13
hypergraphs_sqlshare_q2562.hg,1,0.24
hypergraphs_sqlshare_q2563.hg,1,0.24
hypergraphs_sqlshare_q2565.hg,1,0.24
hypergraphs_sqlshare_q2627.hg,1,0.2
