instance,char_rem,n,kn,time,phase,minseps,pmcs
phylogeny_ms_exp2_300_40_4.000000_2.phy,-1,6070,3481,TO,2,381032,0
phylogeny_ms_exp2_300_40_4.000000_3.phy,-1,6327,4028,TO,2,1553019,4
phylogeny_ms_exp2_300_40_4.000000_4.phy,-1,5755,3862,TO,2,1248352,4
phylogeny_ms_exp2_300_4_1.000000_0.phy,28,1028,444,4.46,4,56,148
phylogeny_ms_exp2_300_4_1.000000_1.phy,20,931,366,3.77,4,34,63
phylogeny_ms_exp2_300_4_1.000000_2.phy,42,1024,614,4.96,4,61,161
phylogeny_ms_exp2_300_4_1.000000_3.phy,52,1001,458,4.18,4,53,133
phylogeny_ms_exp2_300_4_1.000000_4.phy,31,984,429,4.18,4,24,62
phylogeny_ms_exp2_300_4_2.000000_0.phy,116,970,674,40.08,4,805,5767
phylogeny_ms_exp2_300_4_2.000000_1.phy,39,999,668,5.29,4,83,256
phylogeny_ms_exp2_300_4_2.000000_2.phy,71,1013,659,5.68,4,92,281
phylogeny_ms_exp2_300_4_2.000000_3.phy,112,978,554,14.63,4,440,2030
phylogeny_ms_exp2_300_4_2.000000_4.phy,82,970,732,11.56,4,374,1819
phylogeny_ms_exp2_300_4_4.000000_0.phy,101,879,727,18.95,4,656,3214
phylogeny_ms_exp2_300_4_4.000000_1.phy,133,1013,727,68.52,4,1526,10627
phylogeny_ms_exp2_300_4_4.000000_2.phy,138,1026,695,378.99,4,4503,40721
phylogeny_ms_exp2_300_4_4.000000_3.phy,174,986,732,367.68,4,2655,21632
phylogeny_ms_exp2_300_4_4.000000_4.phy,149,1059,708,102.17,4,1221,9192
phylogeny_ms_exp2_350_10_0.000000_0.phy,0,1835,574,7.51,4,18,33
phylogeny_ms_exp2_350_10_0.000000_1.phy,0,2769,1027,14.39,4,126,346
phylogeny_ms_exp2_350_10_0.000000_2.phy,0,2635,778,10.61,4,146,547
phylogeny_ms_exp2_350_10_0.000000_3.phy,0,2475,776,9.56,4,83,242
phylogeny_ms_exp2_350_10_0.000000_4.phy,0,2403,891,10.61,4,72,208
phylogeny_ms_exp2_350_10_1.000000_0.phy,101,2486,1029,22.66,4,299,1424
phylogeny_ms_exp2_350_10_1.000000_1.phy,0,2553,855,10.98,4,156,564
phylogeny_ms_exp2_350_10_1.000000_2.phy,42,2751,1425,73.19,4,621,3485
phylogeny_ms_exp2_350_10_1.000000_3.phy,9,2405,1315,25.38,4,230,1021
phylogeny_ms_exp2_350_10_1.000000_4.phy,13,2173,932,10.6,4,49,99
phylogeny_ms_exp2_350_10_2.000000_0.phy,115,2539,1618,1701.73,4,6248,75691
phylogeny_ms_exp2_350_10_2.000000_1.phy,157,2348,1337,743.9,4,4188,42871
phylogeny_ms_exp2_350_10_2.000000_2.phy,146,2526,1480,2142.48,4,7703,69116
phylogeny_ms_exp2_350_10_2.000000_3.phy,113,2536,1403,189.69,4,1597,13359
phylogeny_ms_exp2_350_10_2.000000_4.phy,197,2150,1357,1842.72,4,6419,73657
phylogeny_ms_exp2_350_10_4.000000_0.phy,-1,2526,1619,TO,2,737858,0
phylogeny_ms_exp2_350_10_4.000000_1.phy,-1,2541,1347,TO,3,170076,0
phylogeny_ms_exp2_350_10_4.000000_2.phy,-1,2191,1250,TO,4,31055,424549
phylogeny_ms_exp2_350_10_4.000000_3.phy,170,2172,1311,2093.15,4,10080,128821
phylogeny_ms_exp2_350_10_4.000000_4.phy,-1,2702,1672,TO,2,571339,0
phylogeny_ms_exp2_350_20_0.000000_0.phy,0,3817,962,15.08,4,146,382
phylogeny_ms_exp2_350_20_0.000000_1.phy,0,4016,1463,98.63,4,798,5374
phylogeny_ms_exp2_350_20_0.000000_2.phy,0,3670,1048,14.75,4,110,259
phylogeny_ms_exp2_350_20_0.000000_3.phy,0,4208,1885,248.93,4,757,4124
phylogeny_ms_exp2_350_20_0.000000_4.phy,0,3573,1062,14.31,4,121,320
phylogeny_ms_exp2_350_20_1.000000_0.phy,-1,4324,1852,TO,4,12394,127806
phylogeny_ms_exp2_350_20_1.000000_1.phy,-1,3827,2363,TO,2,115630,10
phylogeny_ms_exp2_350_20_1.000000_2.phy,-1,4434,2188,TO,3,17841,17
phylogeny_ms_exp2_350_20_1.000000_3.phy,59,3913,2094,672.79,4,1903,13954
phylogeny_ms_exp2_350_20_1.000000_4.phy,16,3800,1718,480.44,4,2228,18808
phylogeny_ms_exp2_350_20_2.000000_0.phy,-1,4416,2186,TO,2,315306,0
phylogeny_ms_exp2_350_20_2.000000_1.phy,-1,4868,2791,TO,2,727636,4
phylogeny_ms_exp2_350_20_2.000000_2.phy,-1,3785,2119,TO,2,213198,0
phylogeny_ms_exp2_350_20_2.000000_3.phy,-1,4165,2285,TO,3,31004,0
phylogeny_ms_exp2_350_20_2.000000_4.phy,-1,4013,2006,TO,2,232381,4
phylogeny_ms_exp2_350_20_4.000000_0.phy,-1,4847,2954,TO,2,1218940,0
phylogeny_ms_exp2_350_20_4.000000_1.phy,-1,3424,2338,TO,2,1094823,0
phylogeny_ms_exp2_350_20_4.000000_2.phy,-1,4683,3273,TO,2,951725,9
phylogeny_ms_exp2_350_20_4.000000_3.phy,-1,4500,2931,TO,2,1011160,4
phylogeny_ms_exp2_350_20_4.000000_4.phy,-1,4452,2594,TO,2,562283,7
phylogeny_ms_exp2_350_40_0.000000_0.phy,-1,8216,5637,TO,2,75954,12
phylogeny_ms_exp2_350_40_0.000000_1.phy,0,6038,1145,36.35,4,507,2162
phylogeny_ms_exp2_350_40_0.000000_2.phy,-1,7511,4672,TO,2,29724,8
phylogeny_ms_exp2_350_40_0.000000_3.phy,0,7370,2264,678.18,4,1400,8916
phylogeny_ms_exp2_350_40_0.000000_4.phy,0,5571,2261,434.21,4,715,3586
phylogeny_ms_exp2_350_4_0.000000_0.phy,0,1187,0,4.1,1,0,0
phylogeny_ms_exp2_350_4_0.000000_1.phy,0,1242,0,4.21,1,0,0
phylogeny_ms_exp2_350_4_0.000000_2.phy,0,1188,510,6.62,4,8,14
phylogeny_ms_exp2_350_4_0.000000_3.phy,0,1130,0,4.13,1,0,0
phylogeny_ms_exp2_350_4_0.000000_4.phy,0,1179,0,4.22,1,0,0
phylogeny_ms_exp2_350_40_1.000000_0.phy,-1,6757,3520,TO,2,158428,8
phylogeny_ms_exp2_350_40_1.000000_1.phy,-1,7162,4702,TO,2,55806,4
phylogeny_ms_exp2_350_40_1.000000_2.phy,-1,7462,4565,TO,2,144460,4
phylogeny_ms_exp2_350_40_1.000000_3.phy,-1,7348,2169,TO,3,20634,0
phylogeny_ms_exp2_350_40_1.000000_4.phy,-1,7954,4575,TO,3,7941,22
phylogeny_ms_exp2_350_40_2.000000_0.phy,14,5923,1133,24.11,4,315,1049
phylogeny_ms_exp2_350_40_2.000000_1.phy,-1,6702,3541,TO,2,270786,26
phylogeny_ms_exp2_350_40_2.000000_2.phy,-1,6663,3413,TO,2,376462,18
phylogeny_ms_exp2_350_40_2.000000_3.phy,-1,7656,5005,TO,2,178440,8
phylogeny_ms_exp2_350_40_2.000000_4.phy,-1,7767,4908,TO,2,199665,4
phylogeny_ms_exp2_350_40_4.000000_0.phy,-1,5909,3855,TO,2,970527,8
phylogeny_ms_exp2_350_40_4.000000_1.phy,-1,6891,4151,TO,2,468605,73
phylogeny_ms_exp2_350_40_4.000000_2.phy,-1,6717,4702,TO,2,999169,4
phylogeny_ms_exp2_350_40_4.000000_3.phy,-1,7610,4706,TO,2,606687,0
phylogeny_ms_exp2_350_40_4.000000_4.phy,-1,6765,3977,TO,2,303267,37
phylogeny_ms_exp2_350_4_1.000000_0.phy,36,1156,655,7.42,4,25,66
phylogeny_ms_exp2_350_4_1.000000_1.phy,28,1172,583,7.36,4,22,43
phylogeny_ms_exp2_350_4_1.000000_2.phy,98,1208,744,9.52,4,151,677
phylogeny_ms_exp2_350_4_1.000000_3.phy,54,1220,693,8.48,4,98,353
phylogeny_ms_exp2_350_4_1.000000_4.phy,69,1188,727,7.91,4,71,197
phylogeny_ms_exp2_350_4_2.000000_0.phy,41,1165,518,7.18,4,62,156
phylogeny_ms_exp2_350_4_2.000000_1.phy,79,1163,708,8.4,4,89,218
phylogeny_ms_exp2_350_4_2.000000_2.phy,80,1159,766,11.64,4,265,1118
phylogeny_ms_exp2_350_4_2.000000_3.phy,52,1172,730,8.43,4,78,212
phylogeny_ms_exp2_350_4_2.000000_4.phy,98,1188,726,11.39,4,231,1060
phylogeny_ms_exp2_350_4_4.000000_0.phy,189,1181,904,1352.14,4,6515,57757
phylogeny_ms_exp2_350_4_4.000000_1.phy,203,1147,833,2121.46,4,5653,62613
phylogeny_ms_exp2_350_4_4.000000_2.phy,139,1231,741,60.85,4,1453,9746
phylogeny_ms_exp2_350_4_4.000000_3.phy,136,1134,776,14.76,4,380,1804
phylogeny_ms_exp2_350_4_4.000000_4.phy,180,1171,787,269.73,4,2120,17991
phylogeny_ms_exp2_400_10_0.000000_0.phy,0,2885,1495,26.41,4,69,154
phylogeny_ms_exp2_400_10_0.000000_1.phy,0,2791,1227,23.9,4,194,779
phylogeny_ms_exp2_400_10_0.000000_2.phy,0,3011,1134,21.46,4,159,558
phylogeny_ms_exp2_400_10_0.000000_3.phy,0,2951,1222,18.18,4,87,259
phylogeny_ms_exp2_400_10_0.000000_4.phy,0,3156,412,10.69,4,5,10
phylogeny_ms_exp2_400_10_1.000000_0.phy,-1,3160,1793,TO,3,36147,0
phylogeny_ms_exp2_400_10_1.000000_1.phy,61,2918,1569,102.86,4,730,5018
phylogeny_ms_exp2_400_10_1.000000_2.phy,85,2609,1528,460.2,4,2797,27915
phylogeny_ms_exp2_400_10_1.000000_3.phy,178,3102,1701,1203.2,4,3297,33788
phylogeny_ms_exp2_400_10_1.000000_4.phy,75,3096,1244,62.06,4,891,6214
phylogeny_ms_exp2_400_10_2.000000_0.phy,-1,3031,1593,TO,4,24599,382784
phylogeny_ms_exp2_400_10_2.000000_1.phy,122,2861,1756,2796.5099999999998,4,9408,123095
phylogeny_ms_exp2_400_10_2.000000_2.phy,39,2450,625,12.2,4,53,116
phylogeny_ms_exp2_400_10_2.000000_3.phy,-1,2862,1511,TO,4,26160,407075
phylogeny_ms_exp2_400_10_2.000000_4.phy,-1,2669,1636,TO,4,23417,325244
phylogeny_ms_exp2_400_10_4.000000_0.phy,-1,2994,1828,TO,2,660128,4
phylogeny_ms_exp2_400_10_4.000000_1.phy,-1,3140,1887,TO,3,25942,0
phylogeny_ms_exp2_400_10_4.000000_2.phy,-1,2468,1540,TO,2,705491,0
phylogeny_ms_exp2_400_10_4.000000_3.phy,-1,2753,1968,TO,2,742843,0
phylogeny_ms_exp2_400_10_4.000000_4.phy,-1,2828,1468,TO,3,123420,0
phylogeny_ms_exp2_400_20_0.000000_0.phy,0,4996,1717,383.11,4,2086,16989
phylogeny_ms_exp2_400_20_0.000000_1.phy,0,4416,939,19.07,4,164,464
phylogeny_ms_exp2_400_20_0.000000_2.phy,0,4539,1553,62.49,4,348,1525
phylogeny_ms_exp2_400_20_0.000000_3.phy,0,4140,1767,64.0,4,229,708
phylogeny_ms_exp2_400_20_0.000000_4.phy,0,4997,1726,144.24,4,710,3531
phylogeny_ms_exp2_400_20_1.000000_0.phy,-1,4690,2787,TO,2,116382,4
phylogeny_ms_exp2_400_20_1.000000_1.phy,213,3710,1822,1925.75,4,4884,56141
phylogeny_ms_exp2_400_20_1.000000_2.phy,-1,4640,2780,TO,2,136083,12
phylogeny_ms_exp2_400_20_1.000000_3.phy,-1,5630,3659,TO,2,403307,0
phylogeny_ms_exp2_400_20_1.000000_4.phy,0,4208,2243,205.43,4,519,2670
phylogeny_ms_exp2_400_20_2.000000_0.phy,-1,4916,3055,TO,2,58223,0
phylogeny_ms_exp2_400_20_2.000000_1.phy,148,5042,2690,2041.66,4,2091,14392
phylogeny_ms_exp2_400_20_2.000000_2.phy,-1,5375,2664,TO,2,117157,0
phylogeny_ms_exp2_400_20_2.000000_3.phy,-1,4617,2394,TO,2,304048,4
phylogeny_ms_exp2_400_20_2.000000_4.phy,-1,4647,2395,TO,2,304621,4
phylogeny_ms_exp2_400_20_4.000000_0.phy,-1,5536,3364,TO,2,1365058,4
phylogeny_ms_exp2_400_20_4.000000_1.phy,-1,3536,2168,TO,2,287734,0
phylogeny_ms_exp2_400_20_4.000000_2.phy,-1,4747,2609,TO,2,747625,0
phylogeny_ms_exp2_400_20_4.000000_3.phy,-1,3941,2323,TO,2,910530,0
phylogeny_ms_exp2_400_20_4.000000_4.phy,-1,4693,2472,TO,2,498395,0
phylogeny_ms_exp2_400_40_0.000000_0.phy,0,8357,2328,2270.74,4,6859,63628
phylogeny_ms_exp2_400_40_0.000000_1.phy,-1,7284,3115,TO,3,25617,0
phylogeny_ms_exp2_400_40_0.000000_2.phy,-1,8694,2968,TO,3,7718,0
phylogeny_ms_exp2_400_40_0.000000_3.phy,-1,8906,4296,TO,2,67565,7
phylogeny_ms_exp2_400_40_0.000000_4.phy,0,8083,1779,214.92,4,1220,6004
phylogeny_ms_exp2_400_4_0.000000_0.phy,0,1366,0,6.15,1,0,0
phylogeny_ms_exp2_400_4_0.000000_1.phy,0,1368,556,9.66,4,14,31
phylogeny_ms_exp2_400_4_0.000000_2.phy,0,1393,0,6.23,1,0,0
phylogeny_ms_exp2_400_4_0.000000_3.phy,0,1385,0,6.43,1,0,0
phylogeny_ms_exp2_400_4_0.000000_4.phy,0,1369,0,6.02,1,0,0
phylogeny_ms_exp2_400_40_1.000000_0.phy,-1,7057,3534,TO,2,365044,4
phylogeny_ms_exp2_400_40_1.000000_1.phy,-1,9300,5551,TO,2,119386,4
phylogeny_ms_exp2_400_40_1.000000_2.phy,-1,8863,5508,TO,2,412017,26
phylogeny_ms_exp2_400_40_1.000000_3.phy,-1,7259,2913,TO,3,6007,99
phylogeny_ms_exp2_400_40_1.000000_4.phy,-1,8641,4269,TO,2,35850,0
phylogeny_ms_exp2_400_40_2.000000_0.phy,-1,7147,4217,TO,2,584149,4
phylogeny_ms_exp2_400_40_2.000000_1.phy,-1,8605,5178,TO,2,66132,0
phylogeny_ms_exp2_400_40_2.000000_2.phy,-1,8011,4713,TO,2,618558,0
phylogeny_ms_exp2_400_40_2.000000_3.phy,-1,7386,4310,TO,2,194094,8
phylogeny_ms_exp2_400_40_2.000000_4.phy,-1,7533,4609,TO,2,524096,16
phylogeny_ms_exp2_400_40_4.000000_0.phy,-1,8217,5420,TO,2,279256,8
phylogeny_ms_exp2_400_40_4.000000_1.phy,-1,7796,5197,TO,2,896672,0
phylogeny_ms_exp2_400_40_4.000000_2.phy,-1,6467,3434,TO,2,400989,0
phylogeny_ms_exp2_400_40_4.000000_3.phy,-1,8905,5985,TO,2,763838,4
phylogeny_ms_exp2_400_40_4.000000_4.phy,-1,7585,5270,TO,2,792228,4
phylogeny_ms_exp2_400_4_1.000000_0.phy,64,1314,597,10.85,4,229,1147
phylogeny_ms_exp2_400_4_1.000000_1.phy,34,1320,620,9.95,4,37,79
phylogeny_ms_exp2_400_4_1.000000_2.phy,37,1366,557,9.57,4,29,65
phylogeny_ms_exp2_400_4_1.000000_3.phy,72,1337,768,11.92,4,95,385
phylogeny_ms_exp2_400_4_1.000000_4.phy,51,1329,697,10.63,4,63,158
phylogeny_ms_exp2_400_4_2.000000_0.phy,100,1380,734,14.07,4,244,970
phylogeny_ms_exp2_400_4_2.000000_1.phy,171,1425,847,127.59,4,1161,9501
phylogeny_ms_exp2_400_4_2.000000_2.phy,162,1313,846,43.99,4,721,3994
phylogeny_ms_exp2_400_4_2.000000_3.phy,70,1365,942,16.69,4,216,899
phylogeny_ms_exp2_400_4_2.000000_4.phy,131,1385,744,32.55,4,726,4455
phylogeny_ms_exp2_400_4_4.000000_0.phy,194,1335,938,135.77,4,1005,6532
phylogeny_ms_exp2_400_4_4.000000_1.phy,131,1317,754,79.95,4,1726,11548
phylogeny_ms_exp2_400_4_4.000000_2.phy,135,1339,863,103.38,4,1687,13189
phylogeny_ms_exp2_400_4_4.000000_3.phy,121,1340,791,80.22,4,1347,10478
phylogeny_ms_exp2_400_4_4.000000_4.phy,124,1323,784,42.15,4,950,6447
phylogeny_ms_exp2_50_10_0.000000_0.phy,0,350,95,0.07,4,27,59
phylogeny_ms_exp2_50_10_0.000000_1.phy,0,278,50,0.07,4,2,4
phylogeny_ms_exp2_50_10_0.000000_2.phy,0,232,54,0.07,4,7,15
phylogeny_ms_exp2_50_10_0.000000_3.phy,0,229,52,0.05,4,3,5
phylogeny_ms_exp2_50_10_0.000000_4.phy,0,270,0,0.06,1,0,0
phylogeny_ms_exp2_50_10_1.000000_0.phy,0,301,135,0.11,4,52,170
phylogeny_ms_exp2_50_10_1.000000_1.phy,7,310,187,0.3,4,179,796
phylogeny_ms_exp2_50_10_1.000000_2.phy,12,293,161,0.22,4,126,482
phylogeny_ms_exp2_50_10_1.000000_3.phy,0,260,0,0.05,1,0,0
phylogeny_ms_exp2_50_10_1.000000_4.phy,0,261,0,0.07,1,0,0
phylogeny_ms_exp2_50_10_2.000000_0.phy,3,312,75,0.08,4,54,157
phylogeny_ms_exp2_50_10_2.000000_1.phy,0,224,0,0.05,1,0,0
phylogeny_ms_exp2_50_10_2.000000_2.phy,10,278,169,0.27,4,114,508
phylogeny_ms_exp2_50_10_2.000000_3.phy,20,279,204,0.87,4,245,1320
phylogeny_ms_exp2_50_10_2.000000_4.phy,1,262,114,0.08,4,20,56
phylogeny_ms_exp2_50_10_4.000000_0.phy,13,255,121,0.13,4,59,167
phylogeny_ms_exp2_50_10_4.000000_1.phy,25,274,183,3.73,4,730,5051
phylogeny_ms_exp2_50_10_4.000000_2.phy,18,252,169,1.53,4,676,4396
phylogeny_ms_exp2_50_10_4.000000_3.phy,17,203,143,0.28,4,148,618
phylogeny_ms_exp2_50_10_4.000000_4.phy,20,240,176,0.61,4,221,1149
phylogeny_ms_exp2_50_20_0.000000_0.phy,0,407,104,0.08,4,57,156
phylogeny_ms_exp2_50_20_0.000000_1.phy,0,378,0,0.05,1,0,0
phylogeny_ms_exp2_50_20_0.000000_2.phy,0,371,0,0.04,1,0,0
phylogeny_ms_exp2_50_20_0.000000_3.phy,0,324,106,0.09,4,69,209
phylogeny_ms_exp2_50_20_0.000000_4.phy,0,415,152,0.1,4,31,66
phylogeny_ms_exp2_50_20_1.000000_0.phy,0,374,63,0.06,4,13,28
phylogeny_ms_exp2_50_20_1.000000_1.phy,0,325,136,0.09,4,45,119
phylogeny_ms_exp2_50_20_1.000000_2.phy,11,349,218,0.71,4,244,1417
phylogeny_ms_exp2_50_20_1.000000_3.phy,0,361,89,0.07,4,34,85
phylogeny_ms_exp2_50_20_1.000000_4.phy,3,443,238,0.4,4,271,1152
phylogeny_ms_exp2_50_20_2.000000_0.phy,1,327,108,0.08,4,31,70
phylogeny_ms_exp2_50_20_2.000000_1.phy,1,348,122,0.11,4,38,88
phylogeny_ms_exp2_50_20_2.000000_2.phy,6,389,176,0.24,4,166,810
phylogeny_ms_exp2_50_20_2.000000_3.phy,7,405,107,0.09,4,45,92
phylogeny_ms_exp2_50_20_2.000000_4.phy,1,423,233,0.39,4,242,1435
phylogeny_ms_exp2_50_20_4.000000_0.phy,17,329,181,2.47,4,774,5460
phylogeny_ms_exp2_50_20_4.000000_1.phy,8,419,216,0.36,4,245,1224
phylogeny_ms_exp2_50_20_4.000000_2.phy,16,425,229,8.44,4,1656,15290
phylogeny_ms_exp2_50_20_4.000000_3.phy,10,371,198,1.78,4,987,8082
phylogeny_ms_exp2_50_20_4.000000_4.phy,8,363,187,0.43,4,236,1443
phylogeny_ms_exp2_50_40_0.000000_0.phy,0,398,70,0.08,4,22,41
phylogeny_ms_exp2_50_40_0.000000_1.phy,0,468,0,0.05,1,0,0
phylogeny_ms_exp2_50_40_0.000000_2.phy,0,446,72,0.06,4,15,27
phylogeny_ms_exp2_50_40_0.000000_3.phy,0,484,103,0.1,4,85,254
phylogeny_ms_exp2_50_40_0.000000_4.phy,0,358,0,0.04,1,0,0
phylogeny_ms_exp2_50_4_0.000000_0.phy,0,145,0,0.04,1,0,0
phylogeny_ms_exp2_50_4_0.000000_1.phy,0,142,0,0.05,1,0,0
phylogeny_ms_exp2_50_4_0.000000_2.phy,0,156,0,0.04,1,0,0
phylogeny_ms_exp2_50_4_0.000000_3.phy,0,154,0,0.07,1,0,0
phylogeny_ms_exp2_50_4_0.000000_4.phy,0,161,66,0.05,4,6,12
phylogeny_ms_exp2_50_40_1.000000_0.phy,0,340,59,0.07,4,13,27
phylogeny_ms_exp2_50_40_1.000000_1.phy,0,435,154,0.13,4,95,281
phylogeny_ms_exp2_50_40_1.000000_2.phy,0,592,73,0.07,4,48,115
phylogeny_ms_exp2_50_40_1.000000_3.phy,0,477,134,0.58,4,980,5672
phylogeny_ms_exp2_50_40_1.000000_4.phy,0,515,106,0.08,4,27,59
phylogeny_ms_exp2_50_40_2.000000_0.phy,4,415,152,0.12,4,60,179
phylogeny_ms_exp2_50_40_2.000000_1.phy,0,453,126,0.08,4,48,106
phylogeny_ms_exp2_50_40_2.000000_2.phy,2,473,171,0.26,4,232,1130
phylogeny_ms_exp2_50_40_2.000000_3.phy,5,444,208,0.38,4,259,1322
phylogeny_ms_exp2_50_40_2.000000_4.phy,0,416,171,0.15,4,88,260
phylogeny_ms_exp2_50_40_4.000000_0.phy,6,525,205,2.78,4,1180,11336
phylogeny_ms_exp2_50_40_4.000000_1.phy,-1,552,327,TO,4,31067,508269
phylogeny_ms_exp2_50_40_4.000000_2.phy,11,522,282,19.87,4,3582,36295
phylogeny_ms_exp2_50_40_4.000000_3.phy,4,503,212,5.02,4,1553,13650
phylogeny_ms_exp2_50_40_4.000000_4.phy,4,453,315,1.22,4,475,2701
phylogeny_ms_exp2_50_4_1.000000_0.phy,10,138,82,0.09,4,13,23
phylogeny_ms_exp2_50_4_1.000000_1.phy,0,149,0,0.04,1,0,0
phylogeny_ms_exp2_50_4_1.000000_2.phy,4,144,66,0.06,4,14,28
phylogeny_ms_exp2_50_4_1.000000_3.phy,7,152,109,0.07,4,9,20
phylogeny_ms_exp2_50_4_1.000000_4.phy,0,154,0,0.05,1,0,0
phylogeny_ms_exp2_50_4_2.000000_0.phy,9,154,113,0.17,4,24,50
phylogeny_ms_exp2_50_4_2.000000_1.phy,9,162,93,0.08,4,17,34
phylogeny_ms_exp2_50_4_2.000000_2.phy,8,145,95,0.060000000000000005,4,12,21
phylogeny_ms_exp2_50_4_2.000000_3.phy,8,165,105,0.07,4,19,33
phylogeny_ms_exp2_50_4_2.000000_4.phy,7,153,101,0.07,4,19,37
phylogeny_ms_exp2_50_4_4.000000_0.phy,10,165,118,0.12,4,56,155
phylogeny_ms_exp2_50_4_4.000000_1.phy,10,139,80,0.07,4,23,45
phylogeny_ms_exp2_50_4_4.000000_2.phy,4,147,108,0.07,4,27,62
phylogeny_ms_exp2_50_4_4.000000_3.phy,22,152,123,0.19,4,82,260
phylogeny_ms_exp2_50_4_4.000000_4.phy,12,177,116,0.18,4,33,86
totals,-,0,0,1152,0,0,0
